No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
31304,182.0,182.0,2.0,44.0,1300.0,81.0,20.8,1009.9,18.0,0.0,1.4
31305,157.0,157.0,2.0,51.0,1300.0,69.0,20.8,1010.7,18.0,0.0,1.5
31306,132.0,132.0,2.0,47.0,1200.0,69.0,21.975,1011.0,18.2,0.0,2.1
31307,130.0,138.0,2.0,49.0,1200.0,71.0,23.1,1011.8,18.2,0.0,2.0
31308,139.0,150.0,2.0,53.0,1300.0,74.0,24.1,1011.75,18.6,0.0,4.2
31309,149.0,173.0,4.0,53.0,1400.0,88.0,25.2,1011.0,18.7,0.0,1.6
31310,150.0,179.0,4.0,54.0,1400.0,94.0,25.2,1010.1,19.1,0.0,2.0
31311,143.0,168.0,5.0,52.0,1300.0,102.0,26.4,1010.0,18.2,0.0,0.6
31312,159.0,192.0,8.0,52.0,1600.0,117.0,26.825,1009.25,18.1,0.0,2.1
31313,160.0,209.0,11.0,62.0,2100.0,111.0,27.15,1009.0,18.4,0.0,1.3
31314,171.0,226.0,11.0,69.0,2500.0,106.0,26.825,1009.0,19.1,0.0,1.3
31315,174.0,218.0,4.0,81.0,1800.0,70.0,26.2,1009.0,19.6,0.0,1.3
31316,180.0,216.0,3.0,93.0,1800.0,50.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,1.708496433666191
31317,186.0,222.0,3.0,72.0,1800.0,68.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,1.708496433666191
31318,117.0,163.0,3.0,32.0,1200.0,128.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,1.708496433666191
31319,102.0,116.0,3.0,28.0,1100.0,121.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,1.708496433666191
31320,97.0,121.0,3.0,32.0,1200.0,92.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,1.708496433666191
31321,92.0,119.0,2.0,37.0,1200.0,68.0,13.584607417568478,1011.8469198246108,3.1230624357950005,0.06742095651181372,2.4
31322,84.0,97.0,2.0,40.0,1000.0,48.0,21.0,1011.0,17.9,0.0,1.9
31323,74.0,82.0,2.0,38.0,900.0,50.0,20.7222222222222,1011.0,17.9,0.0,0.6
31324,15.0,15.0,2.0,19.0,600.0,91.0,20.0,1011.0,18.5,1.7,1.1
31325,18.0,18.0,2.0,20.0,500.0,96.0,18.7,1010.0,17.5,3.8,1.9
31326,24.0,24.0,2.0,18.0,500.0,91.0,18.4,1010.75,17.6,14.0,2.1
31327,28.0,28.0,2.0,30.0,600.0,71.0,18.575,1010.25,17.8,0.7,1.8
31328,27.0,27.0,2.0,43.0,700.0,55.0,18.725,1010.5,17.9,0.5,2.6
31329,31.0,31.0,2.0,69.0,800.0,23.0,18.2,1010.8,17.2,1.8,1.2
31330,38.0,38.0,2.0,65.0,900.0,25.0,18.9,1011.25,18.0,0.3,1.3
31331,35.0,35.0,2.0,64.0,1000.0,36.0,19.0,1011.75,18.0,0.9,1.1
31332,41.0,41.0,2.0,65.0,1200.0,40.0,19.125,1011.0,18.1,0.0,1.2
31333,51.0,51.0,2.0,59.0,1300.0,45.0,19.3,1011.0,18.1,0.1,2.0
31334,59.0,59.0,2.0,74.0,1500.0,30.0,19.425,1010.0,18.2,0.0,1.4
31335,63.0,63.0,2.0,62.0,1300.0,52.0,19.975,1009.25,18.3,0.0,2.1
31336,61.0,61.0,3.0,43.0,1400.0,81.0,20.725,1008.75,18.0,0.0,1.8
31337,78.0,78.0,5.0,43.0,1700.0,79.0,21.175,1008.5,17.8,0.0,0.9
31338,87.0,87.0,5.0,53.0,1700.0,73.0,21.475,1008.0,18.0,0.0,1.0
31339,83.0,94.0,2.0,59.0,1800.0,46.0,21.3,1008.0,18.2,0.0,0.7
31340,94.0,94.0,2.0,70.0,1900.0,36.0,19.5,1008.6,18.5,0.0,0.3
31341,101.0,115.0,2.0,91.0,2100.0,10.0,19.1,1009.3,18.3,0.0,0.2
31342,111.0,128.0,2.0,102.0,2300.0,2.0,18.7,1009.5,18.0,0.0,0.0
31343,114.0,127.0,2.0,90.0,2300.0,2.0,19.1,1010.1,18.4,0.0,0.8
31344,103.0,125.0,2.0,95.0,2200.0,2.0,19.1,1010.1,18.4,0.0,0.7
31345,96.0,104.0,2.0,91.0,2100.0,2.0,19.0,1010.1,18.3,0.0,0.7
31346,101.0,103.0,2.0,80.0,2200.0,2.0,18.8,1010.0,18.1,0.0,0.5
31347,98.0,98.0,2.0,70.0,1500.0,2.0,18.9,1009.9,18.2,0.0,0.8
31348,101.0,101.0,2.0,54.0,1400.0,5.0,18.8,1010.3,18.0,0.0,1.3
31349,78.0,78.0,3.0,49.0,900.0,11.0,20.4,1011.1,12.1,0.0,3.3
31350,24.0,24.0,3.0,16.0,500.0,33.0,19.2,1012.2,7.0,0.0,4.5
31351,18.0,24.0,3.0,14.0,500.0,46.0,17.4,1014.0,5.3,0.0,4.6
31352,15.0,34.0,3.0,22.0,500.0,38.0,16.3,1016.0,3.7,0.0,4.6
31353,9.0,36.0,2.0,21.0,500.0,42.0,16.25,1015.75,4.0,0.0,4.2
31354,12.0,51.0,2.0,20.0,500.0,43.0,16.2,1017.25,3.3,0.0,5.7
31355,10.0,39.0,2.0,19.0,500.0,47.0,16.85,1018.0,3.0,0.0,6.2
31356,12.0,35.0,2.0,19.0,500.0,54.0,17.9,1018.0,2.4,0.0,5.9
31357,15.0,32.0,2.0,20.0,500.0,58.0,18.875,1018.0,1.9,0.0,5.9
31358,14.0,28.0,2.0,19.0,400.0,63.0,19.725,1017.75,2.1,0.0,5.4
31359,12.0,32.0,3.0,18.0,500.0,66.0,20.475,1017.25,2.1,0.0,5.6
31360,14.0,30.0,3.0,22.0,500.0,61.0,20.225,1017.0,2.1,0.0,4.1
31361,18.0,31.0,3.0,28.0,500.0,56.0,20.0,1017.75,2.7,0.0,3.8
31362,16.0,25.0,3.0,29.0,400.0,53.0,19.85,1018.0,2.7,0.0,4.0
31363,15.0,21.0,2.0,32.0,400.0,47.0,18.9,1018.75,2.0,0.0,5.4
31364,16.0,30.0,2.0,38.0,400.0,39.0,18.05,1019.75,1.2,0.0,3.6
31365,16.0,33.0,2.0,44.0,400.0,30.0,17.85,1020.75,0.0,0.0,3.7
31366,12.0,24.0,2.0,41.0,400.0,33.0,17.225,1021.75,0.3,0.0,2.0
31367,14.0,26.0,2.0,47.0,400.0,25.0,16.35,1022.25,2.2,0.0,1.3
31368,13.0,29.0,2.0,46.0,400.0,23.0,15.525,1023.0,3.2,0.0,1.1
31369,19.0,24.0,2.0,40.0,400.0,26.0,13.85,1023.0,3.9,0.0,1.5
31370,15.0,23.0,3.0,43.0,400.0,21.0,13.15,1023.0,4.2,0.0,1.6
31371,12.0,14.0,3.0,44.0,400.0,18.0,13.2,1023.75,3.8,0.0,2.0
31372,9.0,11.0,2.0,43.0,300.0,17.0,13.625,1023.75,1.8,0.0,2.9
31373,9.0,21.0,2.0,35.0,300.0,22.0,13.55,1023.25,0.0,0.0,2.4
31374,5.0,18.0,2.0,37.0,300.0,18.0,13.0,1024.0,-0.3,0.0,2.6
31375,13.0,22.0,2.0,50.0,400.0,6.0,12.0,1024.0,-0.3,0.0,1.9
31376,14.0,30.0,2.0,58.0,500.0,2.0,12.125,1024.0,-0.8,0.0,1.2
31377,8.0,29.0,3.0,48.0,500.0,10.0,13.7,1025.0,-0.8,0.0,3.1
31378,16.0,36.0,3.0,45.0,500.0,15.0,15.05,1025.0,-1.8,0.0,3.5
31379,10.0,15.0,2.0,25.0,300.0,39.0,16.1,1025.0,-1.5,0.0,4.5
31380,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,16.975,1024.5,-1.2,0.0,3.4
31381,82.93337203901532,109.02330301717916,17.59094149754264,57.901642517076006,1271.294377232746,55.79504428314302,17.775,1023.5,-0.9,0.0,1.7
31382,82.93337203901532,6.0,13.0,27.0,400.0,54.0,19.0,1021.5,-1.0,0.0,2.5
31383,12.0,18.0,13.0,27.0,400.0,58.0,19.025,1021.5,-0.5,0.0,2.0
31384,15.0,19.0,13.0,27.0,400.0,64.0,19.75,1020.25,-0.9,0.0,1.8
31385,15.0,20.0,13.0,30.0,400.0,64.0,20.125,1019.75,-1.2,0.0,1.0
31386,15.0,24.0,13.0,40.0,400.0,54.0,20.525,1019.0,-0.5,0.0,1.7
31387,19.0,33.0,13.0,48.0,500.0,43.0,19.475,1019.0,0.3,0.0,1.5
31388,27.0,48.0,13.0,70.0,600.0,17.0,13.5,1018.6,6.6,0.0,0.2
31389,27.0,62.0,13.0,81.0,800.0,3.0,15.5,1019.0,2.4,0.0,0.6
31390,31.0,73.0,14.0,88.0,800.0,2.0,14.175,1019.25,2.6,0.0,0.8
31391,36.0,92.0,14.0,100.0,1000.0,2.0,13.85,1019.5,3.5,0.0,1.2
31392,44.0,96.0,14.0,112.0,1000.0,2.0,12.7,1020.0,4.4,0.0,0.0
31393,41.0,95.0,13.0,110.0,900.0,2.0,10.7333333333333,1019.0,5.7,0.0,0.0
31394,39.0,97.0,13.0,107.0,1300.0,2.0,9.9,1018.75,6.3,0.0,0.0
31395,38.0,106.0,2.0,96.0,1000.0,2.0,9.375,1018.25,6.5,0.0,0.3
31396,38.0,87.0,2.0,68.0,700.0,2.0,9.325,1018.0,6.7,0.0,0.8
31397,44.0,91.0,2.0,65.0,700.0,2.0,9.175,1018.0,6.8,0.0,0.7
31398,38.0,66.0,2.0,58.0,500.0,2.0,8.65,1018.0,6.7,0.0,0.7
31399,18.0,42.0,2.0,54.0,400.0,2.0,8.7,1017.75,6.7,0.0,1.2
31400,19.0,37.0,2.0,52.0,500.0,2.0,9.075,1018.0,6.5,0.0,0.8
31401,23.0,44.0,2.0,49.0,500.0,4.0,12.1,1018.0,6.8,0.0,1.6
31402,22.0,54.0,2.0,53.0,600.0,7.0,14.3,1017.9,6.4,0.0,1.2
31403,36.0,71.0,4.0,57.901642517076006,600.0,8.0,16.4,1017.3,6.8,0.0,1.1
31404,51.0,93.0,7.0,79.0,600.0,26.0,18.7,1016.3,7.2,0.0,1.7
31405,55.0,105.0,11.0,59.0,500.0,68.0,19.9,1015.6,2.7,0.0,3.2
31406,54.0,87.0,11.0,31.0,400.0,104.0,20.6,1014.1,3.3,0.0,2.8
31407,59.0,81.0,10.0,32.0,400.0,103.0,21.0,1013.2,3.7,0.0,2.9
31408,59.0,80.0,10.0,27.0,400.0,121.0,21.4,1012.6,4.0,0.0,2.3
31409,65.0,93.0,10.0,32.0,400.0,124.0,20.9,1012.4,4.4,0.0,2.4
31410,83.0,108.0,11.0,46.0,500.0,128.0,20.3,1012.1,4.7,0.0,1.7
31411,97.0,130.0,14.0,58.0,500.0,114.0,19.6,1012.2,4.9,0.0,1.4
31412,89.0,131.0,12.0,59.0,600.0,97.0,17.5,1012.5,6.7,0.0,0.8
31413,80.0,131.0,12.0,61.0,600.0,86.0,15.5,1012.7,10.3,0.0,1.0
31414,87.0,136.0,11.0,84.0,700.0,55.0,15.5,1012.9,9.8,0.0,0.5
31415,77.0,141.0,8.0,99.0,800.0,27.0,14.9,1013.0,10.5,0.0,0.5
31416,92.0,152.0,6.0,124.0,1000.0,2.0,14.0,1012.8,11.0,0.0,0.7
31417,102.0,198.0,5.0,130.0,1100.0,2.0,15.0,1012.6,9.1,0.0,1.2
31418,104.0,211.0,4.0,123.0,1200.0,2.0,13.8,1012.6,10.0,0.0,1.0
31419,89.0,159.0,4.0,111.0,900.0,2.0,12.7,1012.7,10.4,0.0,0.2
31420,80.0,113.0,2.0,91.0,800.0,4.0,11.8,1012.6,10.0,0.0,0.7
31421,78.0,107.0,2.0,96.0,700.0,2.0,12.4,1012.5,9.0,0.0,1.1
31422,79.0,115.0,2.0,105.0,700.0,2.0,13.2,1012.8,8.5,0.0,1.2
31423,87.0,121.0,2.0,103.0,800.0,2.0,12.425,1013.0,9.3,0.0,1.0
31424,91.0,132.0,2.0,99.0,900.0,2.0,12.7,1013.1,8.8,0.0,0.5
31425,90.0,130.0,4.0,93.0,900.0,2.0,15.4,1013.3,8.6,0.0,1.1
31426,84.0,134.0,6.0,87.0,1000.0,12.0,17.0,1013.3,9.4,0.0,1.3
31427,100.0,136.0,8.0,79.0,800.0,39.0,18.8,1013.0,9.0,0.0,1.4
31428,100.0,125.0,9.0,65.0,700.0,74.0,20.2,1012.3,8.5,0.0,1.1
31429,107.0,128.0,11.0,56.0,700.0,110.0,21.3,1011.6,8.9,0.0,1.5
31430,119.0,138.0,11.0,60.0,800.0,130.0,22.6,1010.6,7.6,0.0,1.2
31431,117.0,147.0,13.0,57.0,800.0,145.0,23.6,1009.6,9.6,0.0,1.5
31432,116.0,165.0,15.0,53.0,800.0,157.0,24.4,1009.1,9.2,0.0,0.9
31433,108.0,154.0,15.0,40.0,800.0,186.0,24.0,1008.8,8.8,0.0,2.3
31434,116.0,156.0,16.0,45.0,800.0,202.0,23.3,1009.0,9.3,0.0,1.7
31435,118.0,166.0,18.0,56.0,800.0,190.0,21.6,1009.0,9.5,0.0,1.3
31436,122.0,180.0,13.0,67.0,1000.0,151.0,17.9,1009.3,12.6,0.0,0.4
31437,129.0,193.0,11.0,93.0,1100.0,98.0,16.9,1009.6,12.4,0.0,0.6
31438,144.0,213.0,15.0,123.0,1200.0,57.0,16.5,1009.9,12.1,0.0,1.0
31439,131.0,209.0,13.0,121.0,1200.0,50.0,16.2,1010.3,12.2,0.0,1.2
31440,131.0,196.0,14.0,100.0,1200.0,70.0,18.2,1010.0,10.3,0.0,1.1
31441,126.0,201.0,14.0,82.0,1100.0,78.0,17.6,1009.8,10.7,0.0,1.3
31442,133.0,198.0,9.0,126.0,1600.0,22.0,15.3,1009.9,11.5,0.0,0.9
31443,137.0,212.0,6.0,142.0,1200.0,2.0,16.2,1010.9,11.6,0.0,2.3
31444,153.0,248.0,5.0,142.0,1300.0,2.0,15.2,1010.9,11.8,0.0,1.1
31445,170.0,235.0,5.0,128.0,1400.0,2.0,15.3,1010.6,11.7,0.0,1.4
31446,158.0,209.0,3.0,121.0,1300.0,2.0,14.0,1010.6,12.0,0.0,0.3
31447,156.0,198.0,3.0,118.0,1400.0,2.0,14.2,1010.6,12.4,0.0,0.6
31448,152.0,196.0,3.0,110.0,1500.0,2.0,14.0,1011.0,12.7,0.0,0.7
31449,160.0,200.0,7.0,109.0,1700.0,2.0,16.3,1011.3,13.2,0.0,0.5
31450,180.0,220.0,16.0,108.0,1800.0,13.0,18.4,1011.5,12.4,0.0,0.6
31451,194.0,237.0,22.0,107.0,1700.0,35.0,19.6,1011.5,12.6,0.0,1.1
31452,199.0,240.0,25.0,105.0,1700.0,67.0,21.2,1010.9,12.3,0.0,1.2
31453,197.0,242.0,24.0,97.0,1700.0,108.0,22.6,1010.4,13.1,0.0,0.8
31454,199.0,245.0,24.0,107.0,1600.0,128.0,24.1,1009.7,12.1,0.0,1.4
31455,166.0,171.0,23.0,74.0,1200.0,148.0,24.9,1009.4,10.4,0.0,1.8
31456,151.0,167.0,43.0,47.0,1300.0,179.0,24.7,1009.4,6.9,0.0,2.4
31457,155.0,177.0,37.0,56.0,1200.0,148.0,24.2,1009.2,8.2,0.0,1.9
31458,159.0,185.0,29.0,63.0,1100.0,137.0,23.5,1009.3,11.5,0.0,0.9
31459,153.0,192.0,23.0,80.0,1100.0,105.0,20.6,1009.6,13.1,0.0,0.3
31460,158.0,196.0,13.0,95.0,1300.0,57.0,18.7,1010.1,14.0,0.0,0.7
31461,160.0,203.0,9.0,120.0,1500.0,17.0,17.8,1010.7,13.9,0.0,0.6
31462,165.0,208.0,7.0,137.0,2000.0,2.0,17.4,1011.2,14.9,0.0,0.4
31463,177.0,228.0,8.0,146.0,2400.0,2.0,17.4,1011.3,13.9,0.0,0.8
31464,188.0,258.0,10.0,160.0,2100.0,2.0,17.4,1011.7,14.5,0.0,0.8
31465,195.0,271.0,8.0,160.0,2000.0,2.0,17.4,1011.5,14.3,0.0,0.7
31466,201.0,259.0,8.0,156.0,1800.0,2.0,16.6,1011.5,14.2,0.0,0.9
31467,211.0,239.0,6.0,110.0,1500.0,19.0,16.5,1011.1,13.0,0.0,0.9
31468,215.0,246.0,5.0,91.0,1500.0,29.0,15.6,1011.1,12.9,0.0,0.9
31469,191.0,192.0,5.0,69.0,1300.0,48.0,14.6,1010.6,13.0,0.0,0.4
31470,179.0,179.0,3.0,62.0,1200.0,43.0,14.3,1010.6,12.8,0.0,0.4
31471,174.0,174.0,3.0,71.0,1200.0,32.0,14.9,1010.3,11.9,0.0,1.3
31472,172.0,172.0,3.0,86.0,1300.0,13.0,16.1,1010.8,11.7,0.0,0.7
31473,199.0,221.0,4.0,109.0,1600.0,2.0,17.6,1010.8,11.6,0.0,1.1
31474,214.0,250.0,7.0,112.0,1600.0,4.0,17.5,1011.0,12.6,0.2,1.0
31475,220.0,226.0,9.0,92.0,1400.0,33.0,19.0,1010.5,12.3,0.0,1.3
31476,214.0,249.0,7.0,104.0,1600.0,23.0,20.1,1010.0,12.6,0.0,1.8
31477,206.0,206.0,12.0,74.0,1300.0,87.0,21.0,1009.5,12.9,0.0,1.4
31478,178.0,178.0,16.0,53.0,1300.0,135.0,23.0,1008.4,12.6,0.0,1.1
31479,183.0,187.0,16.0,62.0,1300.0,141.0,24.3,1007.4,13.2,0.0,1.4
31480,178.0,209.0,15.0,65.0,1300.0,151.0,24.5,1006.9,13.4,0.0,1.5
31481,158.0,196.0,13.0,60.0,1200.0,152.0,24.5,1006.3,14.9,0.0,1.5
31482,159.0,205.0,11.0,62.0,1100.0,149.0,24.1,1005.8,15.3,0.0,1.4
31483,163.0,203.0,9.0,61.0,1200.0,152.0,22.1,1005.9,15.7,0.0,0.4
31484,191.0,231.0,6.0,82.0,1500.0,94.0,20.6,1005.7,16.8,0.0,0.7
31485,211.0,238.0,6.0,82.0,1500.0,86.0,20.3,1005.7,17.3,0.0,0.5
31486,192.0,219.0,7.0,78.0,1300.0,82.0,20.4,1005.6,17.4,0.0,0.8
31487,191.0,217.0,6.0,88.0,1400.0,70.0,22.0,1005.4,16.9,0.0,1.6
31488,205.0,261.0,8.0,96.0,1500.0,32.0,21.5,1005.3,17.3,0.0,1.4
31489,123.0,126.0,6.0,70.0,1100.0,19.0,20.6,1005.0,17.0,0.0,1.5
31490,103.0,103.0,4.0,56.0,1400.0,17.0,19.8,1004.8,16.8,0.0,1.5
31491,87.0,87.0,4.0,43.0,800.0,17.0,19.5,1004.9,16.9,0.0,0.9
31492,92.0,92.0,3.0,42.0,900.0,14.0,19.6,1004.6,16.8,0.0,0.8
31493,103.0,103.0,3.0,48.0,900.0,3.0,19.5,1005.1,17.1,0.0,1.2
31494,179.0,180.0,2.0,96.0,1200.0,2.0,19.2,1005.1,17.0,0.0,1.0
31495,170.0,190.0,2.0,91.0,1300.0,2.0,18.8,1005.6,17.1,0.0,1.0
31496,144.0,162.0,2.0,78.0,1400.0,2.0,18.2,1005.9,16.9,0.0,0.8
31497,123.0,142.0,2.0,72.0,1300.0,2.0,19.6,1006.5,17.2,0.0,1.9
31498,118.0,129.0,5.0,69.0,1300.0,4.0,20.7,1007.2,17.5,0.0,1.4
31499,145.0,145.0,7.0,63.0,1300.0,35.0,22.5,1007.2,18.1,0.0,1.1
31500,171.0,171.0,7.0,58.0,1300.0,78.0,23.9,1007.2,17.9,0.0,1.2
31501,168.0,188.0,6.0,49.0,1200.0,116.0,25.2,1007.2,17.1,0.0,1.6
31502,146.0,146.0,4.0,39.0,1100.0,143.0,26.7,1006.4,16.3,0.0,1.9
31503,116.0,116.0,4.0,32.0,900.0,166.0,27.9,1006.2,15.2,0.0,1.7
31504,81.0,81.0,3.0,28.0,700.0,158.0,28.4,1006.0,13.5,0.0,1.8
31505,56.0,56.0,3.0,26.0,600.0,147.0,28.0,1006.4,15.0,0.0,2.0
31506,60.0,89.0,3.0,36.0,700.0,151.0,27.2,1006.6,14.9,0.0,1.3
31507,79.0,137.0,3.0,44.0,800.0,138.0,23.8,1007.4,17.1,0.0,0.2
31508,89.0,132.0,3.0,66.0,1000.0,99.0,21.4,1008.2,17.6,0.0,1.1
31509,107.0,145.0,3.0,75.0,1200.0,68.0,20.3,1008.8,17.7,0.0,0.1
31510,133.0,172.0,3.0,113.0,1800.0,24.0,19.6,1009.4,17.6,0.0,0.2
31511,146.0,213.0,3.0,148.0,2400.0,2.0,21.5,1010.0,17.7,0.0,0.6
31512,175.0,286.0,6.0,72.0,1500.0,73.0,22.2,1010.6,18.6,0.0,4.7
31513,139.0,139.0,5.0,22.0,1000.0,94.0,21.3,1011.3,13.0,0.0,3.6
31514,20.0,20.0,3.0,19.0,500.0,67.0,20.3,1011.3,12.5,0.0,3.8
31515,13.0,39.0,3.0,20.0,400.0,60.0,19.8,1011.2,12.8,0.0,3.6
31516,27.0,78.0,2.0,24.0,600.0,48.0,19.1,1011.6,12.4,0.0,2.9
31517,22.0,50.0,2.0,24.0,700.0,45.0,18.5,1011.5,12.5,0.0,2.3
31518,17.0,39.0,2.0,23.0,700.0,44.0,17.8,1011.6,13.1,0.0,1.8
31519,26.0,59.0,2.0,31.0,700.0,31.0,17.7,1012.6,11.9,0.0,3.7
31520,19.0,52.0,2.0,32.0,800.0,29.0,17.0,1012.9,11.7,0.0,2.6
31521,23.0,50.0,2.0,33.0,700.0,25.0,16.9,1012.6,11.0,0.0,3.2
31522,25.0,39.0,2.0,34.0,900.0,22.0,16.9,1012.3,11.2,0.0,3.1
31523,35.0,53.0,2.0,34.0,800.0,23.0,16.9,1012.0,11.8,0.0,2.2
31524,25.0,59.0,2.0,42.0,900.0,15.0,16.8,1011.1,12.3,0.0,1.5
31525,42.0,70.0,2.0,52.0,1000.0,4.0,16.7,1010.5,12.8,0.0,1.4
31526,47.0,57.0,2.0,57.0,1200.0,2.0,16.8,1009.3,11.9,0.0,1.1
31527,39.0,54.0,2.0,56.0,1300.0,3.0,16.8,1008.6,11.3,0.0,2.0
31528,40.0,59.0,2.0,55.0,1300.0,2.0,14.9,1009.0,12.6,0.5,3.5
31529,38.0,66.0,2.0,55.0,1500.0,2.0,14.8,1009.6,13.5,5.1,2.5
31530,45.0,55.0,2.0,55.0,1400.0,2.0,14.7,1009.5,13.7,1.6,1.6
31531,37.0,40.0,2.0,54.0,1400.0,2.0,14.9,1009.9,14.1,0.3,1.5
31532,41.0,48.0,2.0,59.0,1500.0,2.0,15.1,1011.0,14.1,0.0,1.2
31533,41.0,44.0,2.0,59.0,1400.0,2.0,15.1,1011.8,14.0,0.0,1.6
31534,35.0,35.0,2.0,55.0,1300.0,2.0,15.2,1012.0,14.2,0.0,0.9
31535,44.0,44.0,2.0,53.0,1300.0,2.0,15.2,1012.3,13.9,0.0,1.0
31536,32.0,32.0,2.0,50.0,1300.0,2.0,15.0,1012.4,13.7,0.0,0.7
31537,30.0,30.0,2.0,45.0,1300.0,2.0,14.4,1012.3,13.4,0.0,0.5
31538,24.0,24.0,2.0,43.0,1600.0,2.0,13.6,1012.5,12.7,0.1,1.1
31539,22.0,22.0,2.0,44.0,1000.0,2.0,13.2,1012.8,12.4,0.0,0.2
31540,22.0,22.0,2.0,46.0,1000.0,2.0,14.2,1012.8,13.6,0.0,1.1
31541,50.0,56.0,2.0,48.0,1200.0,2.0,14.3,1013.3,13.3,0.0,1.3
31542,60.0,60.0,2.0,47.0,1300.0,2.0,14.5,1013.7,13.4,0.0,0.9
31543,57.0,57.0,2.0,50.0,1300.0,2.0,14.4,1013.9,13.3,0.0,1.3
31544,57.0,57.0,2.0,44.0,1200.0,2.0,14.7,1014.1,13.1,0.0,1.3
31545,58.0,58.0,2.0,40.0,1300.0,2.0,15.4,1014.7,13.2,0.0,1.3
31546,58.0,58.0,2.0,42.0,1300.0,2.0,15.6,1015.3,12.2,0.0,2.5
31547,55.0,55.0,3.0,41.0,1300.0,7.0,16.2,1015.3,12.4,0.0,1.4
31548,61.0,63.0,4.0,36.0,1100.0,21.0,17.2,1014.9,12.5,0.0,2.4
31549,63.0,63.0,3.0,29.0,1000.0,44.0,18.9,1014.0,13.1,0.0,2.5
31550,65.0,65.0,3.0,30.0,1100.0,57.0,20.6,1013.4,12.8,0.0,1.6
31551,66.0,66.0,3.0,31.0,1100.0,69.0,21.4,1013.1,12.5,0.0,2.8
31552,60.0,69.0,2.0,34.0,1000.0,74.0,20.8,1013.1,13.2,0.0,2.6
31553,63.0,77.0,3.0,40.0,900.0,73.0,20.8,1013.1,13.0,0.0,1.9
31554,65.0,78.0,3.0,44.0,1000.0,71.0,20.6,1013.7,13.3,0.0,1.7
31555,69.0,90.0,3.0,57.0,1100.0,55.0,19.5,1014.3,13.9,0.0,1.0
31556,81.0,110.0,2.0,65.0,1200.0,41.0,17.4,1014.9,14.5,0.0,0.0
31557,81.0,110.0,2.0,62.0,1200.0,26.0,16.6,1015.7,14.8,0.0,1.3
31558,92.0,125.0,2.0,92.0,1500.0,2.0,16.5,1016.9,14.5,0.0,1.2
31559,84.0,125.0,2.0,95.0,1500.0,2.0,15.8,1017.5,14.2,0.0,1.2
31560,92.0,126.0,3.0,90.0,1700.0,2.0,15.2,1018.2,13.7,0.0,1.2
31561,94.0,125.0,3.0,82.0,2000.0,2.0,14.0,1018.4,13.0,0.0,0.4
31562,95.0,120.0,3.0,78.0,1900.0,2.0,13.2,1018.6,12.4,0.0,0.8
31563,91.0,110.0,2.0,66.0,1400.0,2.0,14.0,1019.3,13.4,0.0,1.1
31564,87.0,99.0,2.0,58.0,1300.0,2.0,14.5,1019.6,13.7,0.0,1.2
31565,93.0,93.0,3.0,62.0,1500.0,2.0,14.9,1020.2,13.4,0.0,0.7
31566,91.0,107.0,5.0,65.0,1500.0,2.0,15.4,1020.6,13.8,0.0,1.6
31567,84.0,106.0,6.0,66.0,1700.0,2.0,15.7,1021.2,13.4,0.0,1.3
31568,91.0,113.0,6.0,64.0,2400.0,2.0,15.6,1021.9,13.1,0.0,2.0
31569,100.0,130.0,7.0,63.0,2700.0,2.0,15.3,1022.7,13.0,0.0,2.1
31570,100.0,139.0,6.0,58.0,2500.0,2.0,15.6,1023.0,12.7,0.0,1.8
31571,83.0,119.0,5.0,53.0,2100.0,2.0,15.5,1023.0,12.6,0.0,1.6
31572,72.0,87.0,4.0,47.0,1600.0,2.0,15.9,1022.5,12.5,0.0,2.1
31573,59.0,77.0,5.0,45.0,1400.0,3.0,16.4,1022.0,12.7,0.0,1.9
31574,56.0,72.0,5.0,44.0,1300.0,8.0,17.0,1021.6,12.7,0.0,1.8
31575,49.0,67.0,5.0,45.0,1200.0,10.0,17.5,1020.6,13.0,0.0,1.4
31576,53.0,74.0,6.0,45.0,1200.0,16.0,17.5,1020.4,13.2,0.0,1.7
31577,56.0,78.0,5.0,53.0,1200.0,9.0,17.3,1020.2,13.2,0.0,1.5
31578,47.0,83.0,5.0,57.0,1100.0,5.0,17.0,1020.2,12.5,0.0,1.7
31579,58.0,79.0,5.0,64.0,1400.0,2.0,14.8,1020.2,13.7,11.7,2.5
31580,64.0,90.0,4.0,65.0,1600.0,3.0,14.6,1020.2,13.1,10.9,1.8
31581,68.0,80.0,3.0,67.0,2100.0,2.0,14.6,1020.8,13.6,1.3,1.1
31582,76.0,87.0,3.0,66.0,1900.0,2.0,15.0,1020.6,13.7,0.8,1.9
31583,49.0,52.0,2.0,43.0,1000.0,20.0,14.9,1020.3,13.4,3.2,2.1
31584,46.0,46.0,2.0,33.0,800.0,31.0,14.3,1020.6,13.2,2.3,2.5
31585,36.0,36.0,2.0,25.0,700.0,38.0,13.9,1019.8,12.6,3.2,2.0
